CG_2015-0102_scaffold_9252	CG_2015-0102_scaffold_9252
CG_2015-0102_scaffold_9252	CG_2015-03_scaffold_18767
CG_2015-0102_scaffold_9252	CG_2015-07_scaffold_12852
Alum_Rock_MS11_biofilm_2_metaspades_scaffold_4189	Alum_Rock_MS11_biofilm_2_metaspades_scaffold_4189
SCNpilot_cont_1000_p_scaffold_7226	SCNpilot_cont_1000_p_scaffold_7226
SCNpilot_cont_1000_bf_scaffold_3054	SCNpilot_cont_1000_bf_scaffold_3054
RPR_I_A1_k141_2758797	RPR_I_A1_k141_2758797
RPR_I_A1_k141_2758797	RPR_I_C1_k141_4080576
RPR_I_A1_k141_2758797	RPR_I_C2_k141_4129592
RPR_I_A1_k141_2758797	RPR_22_05_09_2_scaffold_45154
RPR_I_A1_k141_2758797	RPR_I_A2_k141_131451
RPR_I_A1_k141_2758797	RPR_22_05_09_3_k127_16577402
AWTP2_SAMPLE_INF_BULK_4_3808	AWTP2_SAMPLE_INF_BULK_4_3808
19ft_2_nophage_noknown_scaffold_12690	19ft_2_nophage_noknown_scaffold_12690
RifSed_csp1_19ft_2_scaffold_16188	RifSed_csp1_19ft_2_scaffold_16188
QZM_A2_2_scaffold_1304	QZM_A2_2_scaffold_1304
rifoxyb2_full_scaffold_4592	rifoxyb2_full_scaffold_4592
rifoxyb2_full_scaffold_4592	rifoxyc2_full_scaffold_3388
rifoxyc1_full_scaffold_4543	rifoxyc1_full_scaffold_4543
unicom2021_Eel_S_Inocula_idba_scaffold_5179	unicom2021_Eel_S_Inocula_idba_scaffold_5179
RES_21_07_07_R3_DP_MG_3690	RES_21_07_07_R3_DP_MG_3690
gwe1_scaffold_2202	gwe1_scaffold_2202
Landfill_SRR22315508_scaffold_24372	Landfill_SRR22315508_scaffold_24372
FireProbiotic_12_4_24_0_UN_3511295	FireProbiotic_12_4_24_0_UN_3511295
CG_2015-02_curated_scaffold_9338	CG_2015-02_curated_scaffold_9338
SR-VP_07_25_2022_C_110cm_scaffold_13097	SR-VP_07_25_2022_C_110cm_scaffold_13097
SW_scaffold_17658	SW_scaffold_17658
SR-VP_9_9_2021_56_4A_0_95m_scaffold_3886	SR-VP_9_9_2021_56_4A_0_95m_scaffold_3886
Salt_Pond_R1_B_D1_MG_scaffold_6258	Salt_Pond_R1_B_D1_MG_scaffold_6258
RPR_22_05_09_3_k127_16947558	RPR_22_05_09_3_k127_16947558
RPR_22_05_09_3_k127_16947558	RPR_22_05_09_2_scaffold_56154
BML_05172017_1_5m_scaffold_879	BML_05172017_1_5m_scaffold_879
CG_2015-02_scaffold_9670	CG_2015-02_scaffold_9670
QZM_A2_3_scaffold_3243	QZM_A2_3_scaffold_3243
ALT_072018_0_1um_scaffold_3440	ALT_072018_0_1um_scaffold_3440
Site2_T5_6169	Site2_T5_6169
SR-VP_Bioreactor_N_bot_05_17_2025_scaffold_37336	SR-VP_Bioreactor_N_bot_05_17_2025_scaffold_37336
GuaymasBasin_2024_04_17_CC15_11-14cm_D5258_16354	GuaymasBasin_2024_04_17_CC15_11-14cm_D5258_16354
BalticSea_GPT96_02_16Sept22_spike_3377	BalticSea_GPT96_02_16Sept22_spike_3377
SW_scaffold_19134	SW_scaffold_19134
SR-VP_26_10_2020_2_100CM_scaffold_317881	SR-VP_26_10_2020_2_100CM_scaffold_317881
MarineFeMat_665_MMA12_NODE_1179	MarineFeMat_665_MMA12_NODE_1179
BalticSea_GPT94_02_09Sept22_spike_15cycs_2688	BalticSea_GPT94_02_09Sept22_spike_15cycs_2688
BalticSea_GPT94_02_09Sept22_spike_15cycs_2688	BalticSea_GPT111_02_04Nov22_spike_8694
PH2017_18_LLB_O_A_scaffold_1998	PH2017_18_LLB_O_A_scaffold_1998
L3a2_full_idba_ud_scaffold_2174	L3a2_full_idba_ud_scaffold_2174
LacPavin_0920_SED5_scaffold_907417	LacPavin_0920_SED5_scaffold_907417
PH2017_07_MST_O_A_scaffold_633	PH2017_07_MST_O_A_scaffold_633
FFC_082018_0_1um_scaffold_812	FFC_082018_0_1um_scaffold_812
LacPavin_0920_WC57_scaffold_1307	LacPavin_0920_WC57_scaffold_1307
BML_coassembly_scaffold_36636	BML_coassembly_scaffold_36636
SW_scaffold_20718	SW_scaffold_20718
BalticSea_GPT70_02_21Jun22_spike_4113	BalticSea_GPT70_02_21Jun22_spike_4113
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_174647	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_174647
L2c1_full_scaffold_15496	L2c1_full_scaffold_15496
WaterYear_AB4_D1_26575671	WaterYear_AB4_D1_26575671
SW_scaffold_21150	SW_scaffold_21150
BML_05172017_7_5m_scaffold_1427	BML_05172017_7_5m_scaffold_1427
QC3_scaffold_4660	QC3_scaffold_4660
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_178867	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_178867
GOSHIP-P18_121_1_22_11S_69m_1352	GOSHIP-P18_121_1_22_11S_69m_1352
gwd2_scaffold_4791	gwd2_scaffold_4791
amazon_plume_scaffold_3542	amazon_plume_scaffold_3542
CG_2015-0102_scaffold_11843	CG_2015-0102_scaffold_11843
BC_09192017_0_5m_scaffold_12485	BC_09192017_0_5m_scaffold_12485
PH2017_24_DOB_U_A_scaffold_1692	PH2017_24_DOB_U_A_scaffold_1692
PH2017_24_DOB_U_A_scaffold_1692	PH2015_11S_scaffold_1332
CG_2015-09_scaffold_9977	CG_2015-09_scaffold_9977
LacPavin_0818_WC40_scaffold_318599	LacPavin_0818_WC40_scaffold_318599
Salt_Pond_R2_A_D1_MG_scaffold_10001	Salt_Pond_R2_A_D1_MG_scaffold_10001
EastRiver_HyporheicZone_EAQ_HZ_C_2021_07_13_9522_length_7048_cov_5.190435	EastRiver_HyporheicZone_EAQ_HZ_C_2021_07_13_9522_length_7048_cov_5.190435
L1c1_full_scaffold_2623	L1c1_full_scaffold_2623
Landfill_SRR22315506_METASPADES_scaffold_37976	Landfill_SRR22315506_METASPADES_scaffold_37976
LacPavin_0920_SED4_scaffold_952408	LacPavin_0920_SED4_scaffold_952408
PAFVLPS_2018_scaffold_68683	PAFVLPS_2018_scaffold_68683
gwf2_scaffold_14547	gwf2_scaffold_14547
SR-VP_9_9_2021_56_4A_0_95m_scaffold_5485	SR-VP_9_9_2021_56_4A_0_95m_scaffold_5485
EastRiver_Drought_Site2_10cm_R4_T5_2540	EastRiver_Drought_Site2_10cm_R4_T5_2540
RPR_22_05_09_1_scaffold_71751	RPR_22_05_09_1_scaffold_71751
Hor_194_REE_2023_15111_length_6913_cov_0.970380	Hor_194_REE_2023_15111_length_6913_cov_0.970380
Petaluma_2024_06_26_S10_P1_0-20cm_gr_7660	Petaluma_2024_06_26_S10_P1_0-20cm_gr_7660
SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_43881	SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_43881
JBCH_GD18_4_SO25_S179_scaffold_825181	JBCH_GD18_4_SO25_S179_scaffold_825181
BC_09192017_0_5m_scaffold_6038	BC_09192017_0_5m_scaffold_6038
Yulin_Groundwater_SRR22387830_scaffold_12445	Yulin_Groundwater_SRR22387830_scaffold_12445
amazon_plume_scaffold_3950	amazon_plume_scaffold_3950
TrPN-GW-1_S43_scaffold_12524	TrPN-GW-1_S43_scaffold_12524
SP8F_scaffold_24696	SP8F_scaffold_24696
RPR_I_A2_k141_1269105	RPR_I_A2_k141_1269105
RPR_I_A2_k141_1269105	RPR_22_05_09_2_scaffold_75753
MarineFeMat_S7_NODE_1246	MarineFeMat_S7_NODE_1246
SW_scaffold_25828	SW_scaffold_25828
SPOT_04_10_2014_890_MG_5551	SPOT_04_10_2014_890_MG_5551
czo_bulk1_16_scaffold_17856	czo_bulk1_16_scaffold_17856
SR-VP_11_27_2022_S1_40cm_scaffold_14394	SR-VP_11_27_2022_S1_40cm_scaffold_14394
SR-VP_11_27_2022_S1_40cm_scaffold_14394	SR-VP_Bioreactor_N_bot_05_17_2025_scaffold_47723
SR-VP_11_27_2022_S1_40cm_scaffold_14394	SR-VP_07_25_2022_A1_115cm_MG_illumina_7008
icecore_42_scaffold_5994	icecore_42_scaffold_5994
BML_08182015_8_5m_scaffold_2332	BML_08182015_8_5m_scaffold_2332
FireProbiotic_4_18_24_0_C_1788549	FireProbiotic_4_18_24_0_C_1788549
SW_scaffold_518233	SW_scaffold_518233
EastRiver_HyporheicZone_EAQ_HZ_B_2021_07_06_336139_length_1002_cov_0.828571	EastRiver_HyporheicZone_EAQ_HZ_B_2021_07_06_336139_length_1002_cov_0.828571
EastRiver_Drought_Site2_10cm_R4_T1_168080	EastRiver_Drought_Site2_10cm_R4_T1_168080
StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_1908274	StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_1908274
BML_02172017_0m_scaffold_27453	BML_02172017_0m_scaffold_27453
Salt_Pond_SF2_C_H2O_MG_scaffold_131278	Salt_Pond_SF2_C_H2O_MG_scaffold_131278
BML_05172017_1_5m_scaffold_15011	BML_05172017_1_5m_scaffold_15011
CG_2015-04_scaffold_83691	CG_2015-04_scaffold_83691
LacPavin_0920_SED5_scaffold_1484424	LacPavin_0920_SED5_scaffold_1484424
S5_GD2017_2_S2_scaffold_56413	S5_GD2017_2_S2_scaffold_56413
ALT_04162018_0_2um_scaffold_36405	ALT_04162018_0_2um_scaffold_36405
Ig18380_09V250M02_2020_2_scaffold_49688	Ig18380_09V250M02_2020_2_scaffold_49688
GD2_1_scaffold_40687	GD2_1_scaffold_40687
GOSHIP-P18_181_1_7_185S_2561m_2_44618	GOSHIP-P18_181_1_7_185S_2561m_2_44618
SR-VP_9_9_2021_59_4A_0_85m_scaffold_46765	SR-VP_9_9_2021_59_4A_0_85m_scaffold_46765
EastRiver_HyporheicZone_Rock_HZ_C_2021_07_10_95714_length_1872_cov_1.829226	EastRiver_HyporheicZone_Rock_HZ_C_2021_07_10_95714_length_1872_cov_1.829226
CG_2015-08_scaffold_39859	CG_2015-08_scaffold_39859
ALT_04162018_0_2um_scaffold_37705	ALT_04162018_0_2um_scaffold_37705
SRR6159086_Lake_Superior_sediment_scaffold_55885	SRR6159086_Lake_Superior_sediment_scaffold_55885
GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_328993	GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_328993
SacSanJoaqDelta_NZ_068_3_2024_scaffold_66704	SacSanJoaqDelta_NZ_068_3_2024_scaffold_66704
SacSanJoaqDelta_P8_8_2024_scaffold_17544	SacSanJoaqDelta_P8_8_2024_scaffold_17544
amazon_plume_scaffold_45236	amazon_plume_scaffold_45236
BML_08012017_9_75m_scaffold_9596	BML_08012017_9_75m_scaffold_9596
cg1_0.2_scaffold_60144	cg1_0.2_scaffold_60144
cg1_0.2_scaffold_60144	CG_4_9_14_3_um_filter_150_scaffold_83589
SW_scaffold_205224	SW_scaffold_205224
SR-VP_11_27_2022_S2_40cm_scaffold_140284	SR-VP_11_27_2022_S2_40cm_scaffold_140284
SR-VP_11_27_2022_S2_40cm_scaffold_140284	SR-VP_11_27_2022_S1_60cm_scaffold_131869
GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_110408	GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_110408
LacPavin_0818_WC45_scaffold_732668	LacPavin_0818_WC45_scaffold_732668
GOSHIP-P18_201_1_23_265S_24m_57358	GOSHIP-P18_201_1_23_265S_24m_57358
PH2017_12_PCY_D_A_scaffold_444	PH2017_12_PCY_D_A_scaffold_444
AWTP2_SAMPLE_RO2_BULK_3_52670	AWTP2_SAMPLE_RO2_BULK_3_52670
SW_scaffold_207697	SW_scaffold_207697
unicom2021_DBay_Inner_Inocula_idba_scaffold_144411	unicom2021_DBay_Inner_Inocula_idba_scaffold_144411
unicom2021_DBay_Inner_Inocula_idba_scaffold_144411	unicom2021_DBay_Mouth_Filter_idba_scaffold_121529
unicom2021_DBay_Inner_Inocula_idba_scaffold_144411	unicom2021_DBay_Mouth_Inocula_idba_scaffold_143392
SR-VP_9_9_2021_59_4A_0_85m_scaffold_50155	SR-VP_9_9_2021_59_4A_0_85m_scaffold_50155
Petaluma_2024_05_01_S9_P1_0-20cm_gr_45850	Petaluma_2024_05_01_S9_P1_0-20cm_gr_45850
zodeltone_water_may_2017_k87_6180633	zodeltone_water_may_2017_k87_6180633
EastRiver_HyporheicZone_EAQ_HZ_B_2021_07_06_53669_length_1805_cov_0.968415	EastRiver_HyporheicZone_EAQ_HZ_B_2021_07_06_53669_length_1805_cov_0.968415
EastRiver_HyporheicZone_EAQ_HZ_B_2021_07_06_53669_length_1805_cov_0.968415	EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_13_65266_length_1930_cov_1.531337
EastRiver_HyporheicZone_EAQ_HZ_B_2021_07_06_53669_length_1805_cov_0.968415	EastRiver_HyporheicZone_PH_HZ_2021_07_20_65166_length_1967_cov_1.397826
SPOT_01_16_2013_890_MG_35761	SPOT_01_16_2013_890_MG_35761
S22_GE22_scaffold_299186	S22_GE22_scaffold_299186
SR-VP_9_9_2021_31_2B_1_5m_scaffold_58406	SR-VP_9_9_2021_31_2B_1_5m_scaffold_58406
SR-VP_07_25_2022_A1_115cm_MG_illumina_93193	SR-VP_07_25_2022_A1_115cm_MG_illumina_93193
SW_scaffold_215074	SW_scaffold_215074
Salt_Pond_SF2_C_H2O_MG_scaffold_55233	Salt_Pond_SF2_C_H2O_MG_scaffold_55233
GOSHIP-P18_201_1_23_265S_24m_2_58951	GOSHIP-P18_201_1_23_265S_24m_2_58951
SW_scaffold_217191	SW_scaffold_217191
RifSed_csp2_16ft_3_scaffold_288462	RifSed_csp2_16ft_3_scaffold_288462
MarineFeMat_S7_NODE_21498	MarineFeMat_S7_NODE_21498
BML_02132018_6_5m_scaffold_27737	BML_02132018_6_5m_scaffold_27737
SR-VP_07_25_2022_A1_70cm_scaffold_151111	SR-VP_07_25_2022_A1_70cm_scaffold_151111
XiAn_Groundwater_SRR22388187_scaffold_139845	XiAn_Groundwater_SRR22388187_scaffold_139845
AB_092018_0_1um_scaffold_53381	AB_092018_0_1um_scaffold_53381
CG14_big_fil_post_rev_8_21_14_0.10_scaffold_34585	CG14_big_fil_post_rev_8_21_14_0.10_scaffold_34585
Landfill_SRR22315506_METASPADES_scaffold_508684	Landfill_SRR22315506_METASPADES_scaffold_508684
SR-VP_07_25_2022_A1_100cm_scaffold_150378	SR-VP_07_25_2022_A1_100cm_scaffold_150378
SW_scaffold_220855	SW_scaffold_220855
ALT_09252017_20_scaffold_32984	ALT_09252017_20_scaffold_32984
SacSanJoaqDelta_D19_2_2024_scaffold_99292	SacSanJoaqDelta_D19_2_2024_scaffold_99292
RES_21_09_03_R1_OX_MG_76414	RES_21_09_03_R1_OX_MG_76414
RifSed_csp1_16ft_2_scaffold_150438	RifSed_csp1_16ft_2_scaffold_150438
2013_60cm_scaffold_545603	2013_60cm_scaffold_545603
WaterYear_HB8_D1_12830593	WaterYear_HB8_D1_12830593
WaterYear_HB8_D1_12830593	WaterYear_HB9_D1_22472154
CG09_land_8_20_14_0.10_scaffold_43893	CG09_land_8_20_14_0.10_scaffold_43893
CG09_land_8_20_14_0.10_scaffold_43893	CG_2015-24_scaffold_42502
CG09_land_8_20_14_0.10_scaffold_43893	CG_2015-18_scaffold_73859
CG09_land_8_20_14_0.10_scaffold_43893	CG_2015-13_scaffold_85734
Yulin_Groundwater_SRR22387830_scaffold_132277	Yulin_Groundwater_SRR22387830_scaffold_132277
Crystal_Geyser_CG19_WC_8_21_14_NA_150_scaffold_113259	Crystal_Geyser_CG19_WC_8_21_14_NA_150_scaffold_113259
SW_scaffold_225575	SW_scaffold_225575
Salt_Pond_R1_C_H2O_MG_scaffold_33614	Salt_Pond_R1_C_H2O_MG_scaffold_33614
Salt_Pond_R1_C_H2O_MG_scaffold_33614	Salt_Pond_R1_B_H2O_MG_scaffold_19247
RES_21_07_21_R3_OX_MG_36277	RES_21_07_21_R3_OX_MG_36277
ALT_09252017_20_scaffold_33523	ALT_09252017_20_scaffold_33523
14_0903_02_30cm_scaffold_342511	14_0903_02_30cm_scaffold_342511
anamox2Sub10_scaffold_10022	anamox2Sub10_scaffold_10022
Salt_Pond_R2_B_D1_MG_scaffold_60814	Salt_Pond_R2_B_D1_MG_scaffold_60814
14_0929_09_20cm_scaffold_77214	14_0929_09_20cm_scaffold_77214
Salt_Pond_R2A_B_H2O_MG_scaffold_31932	Salt_Pond_R2A_B_H2O_MG_scaffold_31932
GOSHIP-P18_161_1_22_132S_53m_2_87758	GOSHIP-P18_161_1_22_132S_53m_2_87758
EastRiver_HyporheicZone_Cop_HZ_2020_08_08_85220_length_1708_cov_1.162555	EastRiver_HyporheicZone_Cop_HZ_2020_08_08_85220_length_1708_cov_1.162555
SPOT_01_15_2015_890_MG_42490	SPOT_01_15_2015_890_MG_42490
WaterYear_HC5_D1_16942919	WaterYear_HC5_D1_16942919
RPR_22_05_09_5_L_scaffold_584279	RPR_22_05_09_5_L_scaffold_584279
GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_375099	GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_375099
PH2017_25_DOB_D_A_scaffold_9832	PH2017_25_DOB_D_A_scaffold_9832
SW_scaffold_231695	SW_scaffold_231695
EastRiver_HyporheicZone_Rock_HZ_B_2021_07_10_62319_length_1697_cov_0.912102	EastRiver_HyporheicZone_Rock_HZ_B_2021_07_10_62319_length_1697_cov_0.912102
SPOT_01_16_2013_890_MG_39502	SPOT_01_16_2013_890_MG_39502
RES_21_09_03_R3_OX_MG_31191	RES_21_09_03_R3_OX_MG_31191
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1221919	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1221919
RPR_22_05_09_5_L_scaffold_590944	RPR_22_05_09_5_L_scaffold_590944
GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_378298	GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_378298
SW_scaffold_233225	SW_scaffold_233225
Petroleum-contam_soil_SRR29383098_scaffold_45918	Petroleum-contam_soil_SRR29383098_scaffold_45918
SW_scaffold_234816	SW_scaffold_234816
unicom2021_StrawCreek_N_Inocula_idba_scaffold_85157	unicom2021_StrawCreek_N_Inocula_idba_scaffold_85157
Petaluma_2024_03_20_S8_P10_0-20cm_bchr_61608	Petaluma_2024_03_20_S8_P10_0-20cm_bchr_61608
SRR17498766_aquifer_sediment_scaffold_50570	SRR17498766_aquifer_sediment_scaffold_50570
SCNpilot_cont_300_bf_scaffold_30896	SCNpilot_cont_300_bf_scaffold_30896
RifSed_csp1_16ft_3_scaffold_139099	RifSed_csp1_16ft_3_scaffold_139099
SW_scaffold_237106	SW_scaffold_237106
Quanzhou_Groundwater_SRR22387909_scaffold_72385	Quanzhou_Groundwater_SRR22387909_scaffold_72385
BML_02172017_9_0m_scaffold_9969	BML_02172017_9_0m_scaffold_9969
GOSHIP-P18_161_1_22_132S_53m_35471	GOSHIP-P18_161_1_22_132S_53m_35471
unicom2021_Eel_Fox_Inocula_idba_scaffold_40325	unicom2021_Eel_Fox_Inocula_idba_scaffold_40325
BML_08022017_1_5m_scaffold_19827	BML_08022017_1_5m_scaffold_19827
SRR6159086_Lake_Superior_sediment_scaffold_42434	SRR6159086_Lake_Superior_sediment_scaffold_42434
Landfill_SRR22315508_scaffold_249447	Landfill_SRR22315508_scaffold_249447
Landfill_SRR22315506_METASPADES_scaffold_310885	Landfill_SRR22315506_METASPADES_scaffold_310885
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_848390	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_848390
RL6_scaffold_100532	RL6_scaffold_100532
Weihai_Groundwater_SRR22388041_scaffold_144738	Weihai_Groundwater_SRR22388041_scaffold_144738
PH2015_16_idba_ud_scaffold_13274	PH2015_16_idba_ud_scaffold_13274
PH2015_16_idba_ud_scaffold_13274	PH2017_24_DOB_U_A_idba_ud_scaffold_18910
ALT_082018_0_1um_scaffold_46085	ALT_082018_0_1um_scaffold_46085
EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_06_44186_length_2187_cov_1.682039	EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_06_44186_length_2187_cov_1.682039
RES_21_09_03_R1_M2_MG_48243	RES_21_09_03_R1_M2_MG_48243
Zodletone_Water_assembly2018_k141_2862105	Zodletone_Water_assembly2018_k141_2862105
Yinchuan_Groundwater_SRR20309469_76429	Yinchuan_Groundwater_SRR20309469_76429
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_870790	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_870790
Mangrove_60-80cm_incl_SRR17658263_scaffold_144707	Mangrove_60-80cm_incl_SRR17658263_scaffold_144707
unicom2021_DBay_Mouth_Filter_idba_scaffold_102399	unicom2021_DBay_Mouth_Filter_idba_scaffold_102399
Landfill_SRR22315509_scaffold_214401	Landfill_SRR22315509_scaffold_214401
GXS_idba_scaffold_8255	GXS_idba_scaffold_8255
RTP_08282017_0_2um_scaffold_14842	RTP_08282017_0_2um_scaffold_14842
GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_89782	GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_89782
EastRiver_HyporheicZone_EAQ_HZ_2020_08_16_123554_length_2133_cov_2.829013	EastRiver_HyporheicZone_EAQ_HZ_2020_08_16_123554_length_2133_cov_2.829013
rifoxya1_full_scaffold_63991	rifoxya1_full_scaffold_63991
SR-VP_07_25_2022_A1_70cm_scaffold_108765	SR-VP_07_25_2022_A1_70cm_scaffold_108765
BML_06152017_9_75_scaffold_6997	BML_06152017_9_75_scaffold_6997
QZM_B1_scaffold_51153	QZM_B1_scaffold_51153
BML_08182015_8_5m_scaffold_26427	BML_08182015_8_5m_scaffold_26427
EastRiver_HyporheicZone_Rock_HZ_C_2021_07_10_69913_length_2121_cov_1.007523	EastRiver_HyporheicZone_Rock_HZ_C_2021_07_10_69913_length_2121_cov_1.007523
ERMLT366_2_scaffold_5454	ERMLT366_2_scaffold_5454
Quanzhou_Groundwater_SRR22387909_scaffold_50772	Quanzhou_Groundwater_SRR22387909_scaffold_50772
RPR_I_A1_k141_2743463	RPR_I_A1_k141_2743463
RPR_I_A1_k141_2743463	RPR_I_C1_k141_427607
CG_2015-01t_scaffold_36763	CG_2015-01t_scaffold_36763
SacSanJoaqDelta_STCK_4_2024_scaffold_177896	SacSanJoaqDelta_STCK_4_2024_scaffold_177896
SW_scaffold_165261	SW_scaffold_165261
Dalian_Groundwater_SRR22387933_scaffold_138467	Dalian_Groundwater_SRR22387933_scaffold_138467
SR-VP_9_9_2021_31_2B_1_5m_scaffold_44948	SR-VP_9_9_2021_31_2B_1_5m_scaffold_44948
QZM_A2_1_scaffold_30682	QZM_A2_1_scaffold_30682
SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_271530	SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_271530
SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_271530	SR-VP_11_27_2022_S1_40cm_scaffold_100246
RHP_09252018_0_1um_scaffold_47389	RHP_09252018_0_1um_scaffold_47389
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_927628	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_927628
Songyuan_Groundwater_SRR22387755_scaffold_101199	Songyuan_Groundwater_SRR22387755_scaffold_101199
2013_115cm_scaffold_147875	2013_115cm_scaffold_147875
rifcsplowo2_12_scaffold_143713	rifcsplowo2_12_scaffold_143713
LacPavin_0419_WC53_scaffold_234604	LacPavin_0419_WC53_scaffold_234604
Zodletone_Water_assembly2018_k141_1821319	Zodletone_Water_assembly2018_k141_1821319
zodeltone_water_may_2017_k87_5323690	zodeltone_water_may_2017_k87_5323690
unicom2021_DBay_Inner_Filter_idba_scaffold_135790	unicom2021_DBay_Inner_Filter_idba_scaffold_135790
unicom2021_DBay_Inner_Filter_idba_scaffold_135790	unicom2021_DBay_Inner_Inocula_idba_scaffold_114260
CG_2015-04_scaffold_76261	CG_2015-04_scaffold_76261
SPOT_09_09_2015_890_MG_28950	SPOT_09_09_2015_890_MG_28950
BM_sediment_NODE_23742	BM_sediment_NODE_23742
SPOT_01_15_2015_890_MG_30648	SPOT_01_15_2015_890_MG_30648
RifSed_csp1_16ft_3_scaffold_99051	RifSed_csp1_16ft_3_scaffold_99051
Salt_Pond_R1_B_D2_MG_scaffold_46729	Salt_Pond_R1_B_D2_MG_scaffold_46729
EPICON_soil_drought_metaspades_scaffold_117875	EPICON_soil_drought_metaspades_scaffold_117875
unicom2021_StrawCreek_S_Filter_idba_scaffold_86059	unicom2021_StrawCreek_S_Filter_idba_scaffold_86059
LacPavin_0920_SED3_scaffold_429354	LacPavin_0920_SED3_scaffold_429354
SRR17498766_aquifer_sediment_scaffold_37376	SRR17498766_aquifer_sediment_scaffold_37376
GOSHIP-P18_177_1_22_180S_60m_51590	GOSHIP-P18_177_1_22_180S_60m_51590
RES_21_10_01_R1_M2_MG_76314	RES_21_10_01_R1_M2_MG_76314
Nantong_Groundwater_SRR22387873_scaffold_87731	Nantong_Groundwater_SRR22387873_scaffold_87731
zodeltone_water_may_2017_k87_11091178	zodeltone_water_may_2017_k87_11091178
RifSed_csp1_13ft_1_scaffold_282190	RifSed_csp1_13ft_1_scaffold_282190
RifSed_csp1_13ft_1_scaffold_282190	rifcsp_13ft_1_scaffold_265204
zodeltone_water_may_2017_k87_4048762	zodeltone_water_may_2017_k87_4048762
SPOT_01_16_2013_890_MG_29705	SPOT_01_16_2013_890_MG_29705
ALT_082018_0_1um_scaffold_51874	ALT_082018_0_1um_scaffold_51874
Salt_Pond_R1_C_D2_MG_scaffold_38700	Salt_Pond_R1_C_D2_MG_scaffold_38700
OR_08122015_6_scaffold_6396	OR_08122015_6_scaffold_6396
SacSanJoaqDelta_OBI_7_2024_scaffold_48475	SacSanJoaqDelta_OBI_7_2024_scaffold_48475
CyanoCom_Pilot_21_06_03_MG21_idba_sub60_scaffold_18424	CyanoCom_Pilot_21_06_03_MG21_idba_sub60_scaffold_18424
LacPavin_0920_SED5_scaffold_2988735	LacPavin_0920_SED5_scaffold_2988735
RES_21_07_07_R2_DP_MG_72364	RES_21_07_07_R2_DP_MG_72364
QC3_scaffold_30265	QC3_scaffold_30265
ERMGT157_2_scaffold_67909	ERMGT157_2_scaffold_67909
GuaymasBasin_2024_04_17_CC15_11-14cm_D5258_166792	GuaymasBasin_2024_04_17_CC15_11-14cm_D5258_166792
Quanzhou_Groundwater_SRR22387909_scaffold_56033	Quanzhou_Groundwater_SRR22387909_scaffold_56033
DarlingRiver_KC12a_1216214	DarlingRiver_KC12a_1216214
GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_301524	GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_301524
CyanoCom_Pilot_21_06_03_MG21_idba_mink40_scaffold_37049	CyanoCom_Pilot_21_06_03_MG21_idba_mink40_scaffold_37049
PLM4_90_b1_sep16_scaffold_23558	PLM4_90_b1_sep16_scaffold_23558
SRVP19_core_2_viral_idba_scaffold_64050	SRVP19_core_2_viral_idba_scaffold_64050
XiAn_Groundwater_SRR22388187_scaffold_119063	XiAn_Groundwater_SRR22388187_scaffold_119063
rifcsphigho2_01_scaffold_212739	rifcsphigho2_01_scaffold_212739
SRR6159086_Lake_Superior_sediment_scaffold_52212	SRR6159086_Lake_Superior_sediment_scaffold_52212
SacSanJoaqDelta_D22_1_2024_scaffold_115800	SacSanJoaqDelta_D22_1_2024_scaffold_115800
SW_scaffold_186873	SW_scaffold_186873
